machine_id,timestamp,cpu_util_percent,mem_util_percent,disk_io_percent,net_in,net_out,col_7,col_8
m_1965,2025-07-23 15:44:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 15:44:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 15:49:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 15:52:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 15:53:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 15:53:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 15:54:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 15:54:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 15:57:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 15:59:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 16:03:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 16:04:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 16:05:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 16:06:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 16:06:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 16:07:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 16:07:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 18:12:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 18:13:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 18:13:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 18:14:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 18:17:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 18:17:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 18:18:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 18:22:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 18:23:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 18:26:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 18:26:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 18:27:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 18:30:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 18:34:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 18:34:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 18:35:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 18:41:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 18:43:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 18:43:22.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 18:43:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 18:44:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 18:45:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 19:53:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 19:56:12.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 19:59:52.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 20:00:02.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 20:00:32.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 20:00:42.247255,0,2,,,0.0,0.0,0
m_1965,2025-07-23 20:01:42.247255,0,2,,,0.0,0.0,0
